synthetic_id,evidence_config,true_model,seed,primary_available,secondary_available,noise_sigma,disorder_sigma_Tc_K,normalization_sigma,generator_note
primary_only_mixed_seed_0004,primary_only,mixed,4,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0005,primary_only,mixed,5,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0006,primary_only,mixed,6,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0007,primary_only,mixed,7,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0008,primary_only,mixed,8,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0009,primary_only,mixed,9,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0010,primary_only,mixed,10,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0011,primary_only,mixed,11,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0012,primary_only,mixed,12,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0013,primary_only,mixed,13,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0014,primary_only,mixed,14,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0015,primary_only,mixed,15,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0016,primary_only,mixed,16,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0017,primary_only,mixed,17,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0018,primary_only,mixed,18,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0019,primary_only,mixed,19,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0020,primary_only,mixed,20,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0021,primary_only,mixed,21,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0022,primary_only,mixed,22,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0023,primary_only,mixed,23,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0024,primary_only,mixed,24,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0025,primary_only,mixed,25,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0026,primary_only,mixed,26,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0027,primary_only,mixed,27,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0028,primary_only,mixed,28,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0029,primary_only,mixed,29,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0030,primary_only,mixed,30,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0031,primary_only,mixed,31,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0032,primary_only,mixed,32,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0033,primary_only,mixed,33,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0034,primary_only,mixed,34,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0035,primary_only,mixed,35,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0036,primary_only,mixed,36,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0037,primary_only,mixed,37,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0038,primary_only,mixed,38,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0039,primary_only,mixed,39,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0040,primary_only,mixed,40,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0041,primary_only,mixed,41,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0042,primary_only,mixed,42,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0043,primary_only,mixed,43,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0044,primary_only,mixed,44,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0045,primary_only,mixed,45,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0046,primary_only,mixed,46,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0047,primary_only,mixed,47,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0048,primary_only,mixed,48,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0049,primary_only,mixed,49,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0050,primary_only,mixed,50,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0051,primary_only,mixed,51,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0052,primary_only,mixed,52,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0053,primary_only,mixed,53,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0054,primary_only,mixed,54,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0055,primary_only,mixed,55,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0056,primary_only,mixed,56,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0057,primary_only,mixed,57,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0058,primary_only,mixed,58,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0059,primary_only,mixed,59,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0060,primary_only,mixed,60,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0061,primary_only,mixed,61,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0062,primary_only,mixed,62,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0063,primary_only,mixed,63,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0064,primary_only,mixed,64,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0065,primary_only,mixed,65,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0066,primary_only,mixed,66,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0067,primary_only,mixed,67,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0068,primary_only,mixed,68,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0069,primary_only,mixed,69,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0070,primary_only,mixed,70,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0071,primary_only,mixed,71,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0072,primary_only,mixed,72,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0073,primary_only,mixed,73,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0074,primary_only,mixed,74,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0075,primary_only,mixed,75,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0076,primary_only,mixed,76,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0077,primary_only,mixed,77,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0078,primary_only,mixed,78,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0079,primary_only,mixed,79,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_only_mixed_seed_0080,primary_only,mixed,80,1,0,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0001,primary_secondary,M0,1,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0002,primary_secondary,M0,2,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0003,primary_secondary,M0,3,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0004,primary_secondary,M0,4,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0005,primary_secondary,M0,5,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0006,primary_secondary,M0,6,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0007,primary_secondary,M0,7,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0008,primary_secondary,M0,8,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0009,primary_secondary,M0,9,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0010,primary_secondary,M0,10,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0011,primary_secondary,M0,11,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0012,primary_secondary,M0,12,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0013,primary_secondary,M0,13,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0014,primary_secondary,M0,14,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0015,primary_secondary,M0,15,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0016,primary_secondary,M0,16,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0017,primary_secondary,M0,17,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0018,primary_secondary,M0,18,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0019,primary_secondary,M0,19,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0020,primary_secondary,M0,20,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0021,primary_secondary,M0,21,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0022,primary_secondary,M0,22,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0023,primary_secondary,M0,23,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0024,primary_secondary,M0,24,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0025,primary_secondary,M0,25,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0026,primary_secondary,M0,26,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0027,primary_secondary,M0,27,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0028,primary_secondary,M0,28,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0029,primary_secondary,M0,29,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0030,primary_secondary,M0,30,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0031,primary_secondary,M0,31,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0032,primary_secondary,M0,32,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0033,primary_secondary,M0,33,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0034,primary_secondary,M0,34,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0035,primary_secondary,M0,35,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0036,primary_secondary,M0,36,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0037,primary_secondary,M0,37,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0038,primary_secondary,M0,38,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0039,primary_secondary,M0,39,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0040,primary_secondary,M0,40,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0041,primary_secondary,M0,41,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0042,primary_secondary,M0,42,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0043,primary_secondary,M0,43,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0044,primary_secondary,M0,44,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0045,primary_secondary,M0,45,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0046,primary_secondary,M0,46,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0047,primary_secondary,M0,47,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0048,primary_secondary,M0,48,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0049,primary_secondary,M0,49,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0050,primary_secondary,M0,50,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0051,primary_secondary,M0,51,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0052,primary_secondary,M0,52,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0053,primary_secondary,M0,53,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0054,primary_secondary,M0,54,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0055,primary_secondary,M0,55,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0056,primary_secondary,M0,56,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0057,primary_secondary,M0,57,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0058,primary_secondary,M0,58,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0059,primary_secondary,M0,59,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0060,primary_secondary,M0,60,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0061,primary_secondary,M0,61,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0062,primary_secondary,M0,62,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0063,primary_secondary,M0,63,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0064,primary_secondary,M0,64,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0065,primary_secondary,M0,65,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0066,primary_secondary,M0,66,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0067,primary_secondary,M0,67,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0068,primary_secondary,M0,68,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0069,primary_secondary,M0,69,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0070,primary_secondary,M0,70,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0071,primary_secondary,M0,71,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0072,primary_secondary,M0,72,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0073,primary_secondary,M0,73,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0074,primary_secondary,M0,74,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0075,primary_secondary,M0,75,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0076,primary_secondary,M0,76,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0077,primary_secondary,M0,77,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0078,primary_secondary,M0,78,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0079,primary_secondary,M0,79,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M0_seed_0080,primary_secondary,M0,80,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0001,primary_secondary,M1,1,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0002,primary_secondary,M1,2,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0003,primary_secondary,M1,3,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0004,primary_secondary,M1,4,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0005,primary_secondary,M1,5,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0006,primary_secondary,M1,6,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0007,primary_secondary,M1,7,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0008,primary_secondary,M1,8,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0009,primary_secondary,M1,9,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0010,primary_secondary,M1,10,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0011,primary_secondary,M1,11,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0012,primary_secondary,M1,12,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0013,primary_secondary,M1,13,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0014,primary_secondary,M1,14,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0015,primary_secondary,M1,15,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0016,primary_secondary,M1,16,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0017,primary_secondary,M1,17,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0018,primary_secondary,M1,18,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0019,primary_secondary,M1,19,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0020,primary_secondary,M1,20,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0021,primary_secondary,M1,21,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0022,primary_secondary,M1,22,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0023,primary_secondary,M1,23,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0024,primary_secondary,M1,24,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0025,primary_secondary,M1,25,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0026,primary_secondary,M1,26,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0027,primary_secondary,M1,27,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0028,primary_secondary,M1,28,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0029,primary_secondary,M1,29,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0030,primary_secondary,M1,30,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0031,primary_secondary,M1,31,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0032,primary_secondary,M1,32,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0033,primary_secondary,M1,33,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0034,primary_secondary,M1,34,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0035,primary_secondary,M1,35,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0036,primary_secondary,M1,36,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0037,primary_secondary,M1,37,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0038,primary_secondary,M1,38,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0039,primary_secondary,M1,39,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0040,primary_secondary,M1,40,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0041,primary_secondary,M1,41,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0042,primary_secondary,M1,42,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0043,primary_secondary,M1,43,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0044,primary_secondary,M1,44,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0045,primary_secondary,M1,45,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0046,primary_secondary,M1,46,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0047,primary_secondary,M1,47,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0048,primary_secondary,M1,48,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0049,primary_secondary,M1,49,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0050,primary_secondary,M1,50,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0051,primary_secondary,M1,51,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0052,primary_secondary,M1,52,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0053,primary_secondary,M1,53,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0054,primary_secondary,M1,54,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0055,primary_secondary,M1,55,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0056,primary_secondary,M1,56,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0057,primary_secondary,M1,57,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0058,primary_secondary,M1,58,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0059,primary_secondary,M1,59,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0060,primary_secondary,M1,60,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0061,primary_secondary,M1,61,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0062,primary_secondary,M1,62,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0063,primary_secondary,M1,63,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0064,primary_secondary,M1,64,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0065,primary_secondary,M1,65,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0066,primary_secondary,M1,66,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0067,primary_secondary,M1,67,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0068,primary_secondary,M1,68,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0069,primary_secondary,M1,69,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0070,primary_secondary,M1,70,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0071,primary_secondary,M1,71,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0072,primary_secondary,M1,72,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0073,primary_secondary,M1,73,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
